sku,navn,type,leverandor,merke,serie,kategori,nåpris,førpris,farge,tekstil,bredde_cm,høyde_cm,sittehøyde_cm,sittedybde_cm,url
318561,Vilmers Nordstrand,3 seter XL,Vilmers,Vilmers,NORDSTRAND,3 seter,24998,,Brun,Tin Mocca,236,79,45,60,https://checkout.bohus.no/sofa/3-seter/nordstrand-3-seter-sofa-xl-8
317798,Vilmers Vincent,3 seter med sjeselong med sjeselong XL,Vilmers,Vilmers,VINCENT,3 seter med sjeselong,32732,54554,Beige/natur,Naula Silver birch,312,84,43,57,https://checkout.bohus.no/vincent-4-seter-sofa-med-sjeselong-xl
318014,Freja,3 seter,Dominari Grupe UAB,,FREJA,3 seter,7999,10665,Grønn,Milo grønn,198,83,46,55,https://checkout.bohus.no/sofa/3-seter/freja-3-seter-sofa
293737,Vilmers Alps,3 seter,Vilmers,Vilmers,ALPS,3 seter,21999,29332,Brun,Sneak Dusty clay,230,73,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-seter-1
293738,Vilmers Alps,3 seter,Vilmers,Vilmers,ALPS,3 seter,21999,29332,Brun,Sneak Liver,230,73,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-seter-2
293742,Vilmers Alps,3 seter XL,Vilmers,Vilmers,ALPS,3 seter,23500,36313,Beige/natur,Garnet Aluminium,270,73,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-seter-xl
293743,Vilmers Alps,3 seter XL,Vilmers,Vilmers,ALPS,3 seter,23500,36313,Grå,Garnet Moon rock,270,73,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-seter-xl-1
293744,Vilmers Alps,3 seter XL,Vilmers,Vilmers,ALPS,3 seter,23500,36313,Blå,Garnet Smoke blue,270,73,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-seter-xl-2
293745,Vilmers Alps,3 seter XL,Vilmers,Vilmers,ALPS,3 seter,23500,36313,Grå,Garnet Steel grey,270,73,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-seter-xl-3
294003,Jakobsen Quadrato,3 seter med sjeselong,Jakobsen Home,Jakobsen,QUADRATO,3 seter,18497,30828,Grå,Storm 09 Taupe,303,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-beige-natur-3-seter-sofa-med-sjeselong-8
294004,Jakobsen Quadrato,3 seter med sjeselong,Jakobsen Home,Jakobsen,QUADRATO,3 seter,18497,30828,Grønn,Storm 37 Hunter,303,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-gronn-3-seter-sofa-med-sjeselong-2
294007,Jakobsen Quadrato,3 seter med sjeselong,Jakobsen Home,Jakobsen,QUADRATO,3 seter,18497,30828,Beige/natur,Storm 02 Natural,303,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-beige-natur-3-seter-sofa-med-sjeselong-10
294009,Jakobsen Quadrato,3 seter med sjeselong,Jakobsen Home,Jakobsen,QUADRATO,3 seter,18497,30828,Grønn,Storm 37 Hunter,303,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-gronn-3-seter-sofa-med-sjeselong-3
294012,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19497,32495,Grønn,Storm 37 Hunter,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-gronn-3-seter-sofa-med-sjeselong
294014,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19497,32495,Grå,Storm 09 Taupe,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-beige-natur-3-seter-sofa-med-sjeselong-3
294017,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19497,32495,Grønn,Storm 37 Hunter,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-gronn-3-seter-sofa-med-sjeselong-1
294018,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19497,32495,Beige/natur,Storm 02 Natural,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-beige-natur-3-seter-sofa-med-sjeselong-5
294019,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19497,32495,Grå,Storm 09 Taupe,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-beige-natur-3-seter-sofa-med-sjeselong-6
294260,Bohus Exclusive by Tone Kroken Club Soft,3 seter med sjeselong og endeavslutning,S-brand UAB,Bohus Exclusive by Tone Kroken,CLUB SOFT,3 seter med sjeselong,26224,34965,Beige/natur,Hermes Ecru,228,75,43,66,https://checkout.bohus.no/sofa/hjornesofa/u-sofa/club-soft-3-seter-sofa-med-sjeselong-og-endeavslutning
294345,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,12216,20360,Grå,Storm 09 Taupe,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-6
294346,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,12216,20360,Grønn,Storm 37 Hunter,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-7
320230,Signature Collection By Halvor Bakke,3 seter,Vilmers,Signature Collection By Halvor Bakke,SIGNATURE 700,3 seter,21199,28273,Brun,Jonas Brown,224,73,43,56,https://checkout.bohus.no/sofa/3-seter/signature-700-3-seter-sofa
297252,Weston,3 seter,Dominari Grupe UAB,,WESTON,3 seter,12999,21665,,,204,81,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-sofa-1
297664,Weston,3 seter,Dominari Grupe UAB,,WESTON,3 seter,12999,21665,Grå,Ecohud grå,204,81,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-sofa-2
298826,Bohus Exclusive by Storm Storm Makanda,3 seter XL,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,3 seter,24552,30690,Beige/natur,Palazzo Beige,238,54,48,59,https://checkout.bohus.no/sofa/3-seter/makanda-3-seter-sofa-xl
302684,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,12996,21660,Beige/natur,Storm 02 Natural,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-6
302686,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,12996,21660,Grønn,Storm 37 Hunter,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-8
302687,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,12216,20360,Rosa,Storm 63 Blush,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-9
302703,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19497,32495,Rosa,Storm 63 Blush,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-med-sjeselong-xl-23
302753,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,20757,34595,Grønn,Storm 37 Hunter,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-med-sjeselong-xl-21
302754,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19497,32495,Rosa,Storm 63 Blush,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-med-sjeselong-xl-27
302789,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,20757,34595,Grønn,Storm 37 Hunter,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-med-sjeselong-xl-20
298529,Luka,3 seter XL,Dominari Grupe UAB,,LUKA,3 seter,27695,,Grå,East R1T8 Taupe,256,83,44,50,https://checkout.bohus.no/sofa/3-seter/luka-3-seter-sofa
310720,Jakobsen Tampa,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,TAMPA,3 seter med sjeselong,19998,,Beige/natur,Aragon 20 Liver,207,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-med-sjeselong-xl
314794,Vilmers Altera,3 seter XL,Vilmers,Vilmers,ALTERA,3 seter,28505,,Beige/natur,Ion Pure Cashmere,222,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-seter-sofa-xl-5
319786,Eton,3 seter,Dominari Grupe UAB,,ETON,3 seter,19999,,Beige/natur,Mist Beige,206,81,47,55,https://checkout.bohus.no/sofa/3-seter/eton-3-seter-sofa-11
314347,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,22960,,Beige/natur,Aragon 20 Liver,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-14
313033,Vilmers Altera,3 seter XL,Vilmers,Vilmers,ALTERA,3 seter,28505,,Beige/natur,Dolomite Solitary star,222,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-seter-sofa-xl-2
316820,Belmont,3 seter med sjeselong,Dominari Grupe UAB,,BELMONT,3 seter,28420,,Beige/natur,Beate sand,244,82,47,58,https://checkout.bohus.no/sofa/3-seter/belmont-3-seter-sofa-med-sjeselong-2
319787,Eton,3 seter,Dominari Grupe UAB,,ETON,3 seter,19999,,Blå,Mist Blå,206,81,47,55,https://checkout.bohus.no/sofa/3-seter/eton-3-seter-sofa-12
317786,Vilmers Nordstrand,3 seter XXL,Vilmers,Vilmers,NORDSTRAND,3 seter,29509,,Beige/natur,Tin Solitary star,256,79,45,60,https://checkout.bohus.no/sofa/3-seter/nordstrand-3-seter-sofa-xxl-5
325595,Vilmers Nordic Prime,3 seter,Vilmers,Vilmers,NORDIC PRIME,3 seter,30110,,Brun,Diamonds Copper brown,198,82,45,55,https://checkout.bohus.no/sofa/3-seter/nordic-prime-3-seter-sofa-2
325129,Otello Lux,"3,5 seter med sjeselong",Dominari Grupe UAB,,OTELLO LUX,"3,5 seter",37395,,Blå,Storm 71 Linblå,286,83,43,72,https://checkout.bohus.no/sofa/3-seter/otello-lux-3-5-seter-sofa-med-sjeselong-4
310609,Jakobsen Tampa,"3,5 seter med sjeselong",Jakobsen Home,Jakobsen,TAMPA,"3,5 seter",24998,,Grå,Aragon 20 Liver,253,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-5-seter-sofa-med-sjeselong
314799,Vilmers Altera,3 seter XXL,Vilmers,Vilmers,ALTERA,3 seter,31998,,Beige/natur,Ion Pure Cashmere,242,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-seter-sofa-xxl-7
313031,Vilmers Altera,3 seter XL,Vilmers,Vilmers,ALTERA,3 seter,28505,,Grønn,Dolomite Myrtle,222,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-seter-sofa-xl
318496,Vilmers Nordic,3 seter XL,Vilmers,Vilmers,NORDIC,3 seter,31998,,Brun,Lavastone Curry,235,82,45,54,https://checkout.bohus.no/sofa/3-seter/nordic-3-seter-sofa-xl-14
314348,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,21680,,Beige/natur,Aragon 20 Liver,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-15
312599,Scapa Amalie,3 seter,Scapa UAB,Scapa,AMALIE,3 seter,15115,,Grønn,Mito 4300 Hunter,192,83,43,55,https://checkout.bohus.no/sofa/3-seter/amalie-3-seter-sofa-7
319785,Eton,3 seter,Dominari Grupe UAB,,ETON,3 seter,19999,,Grå,Harmony 9 Lys granitt,206,81,47,55,https://checkout.bohus.no/sofa/3-seter/eton-3-seter-sofa-10
294099,Bohus Exclusive by Tone Kroken Club Soft,3 seter,S-brand UAB,Bohus Exclusive by Tone Kroken,CLUB SOFT,3 seter,37340,,Oransje,Dulce caramel,266,75,45,64,https://checkout.bohus.no/sofa/3-seter/club-3-seter-1
318437,Vilmers Alps,"3,5 seter med sjeselong",Vilmers,Vilmers,ALPS,"3,5 seter",47068,,Beige/natur,Dolomite Solitary star,293,75,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-5-seter-sofa-med-sjeselong-1
313052,Vilmers Altera,"3,5 seter med sjeselong XL",Vilmers,Vilmers,ALTERA,"3,5 seter",43309,,Grønn,Dolomite Myrtle,272,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-5-seter-sofa-med-sjeselong-xl
313053,Vilmers Altera,"3,5 seter med sjeselong XL",Vilmers,Vilmers,ALTERA,"3,5 seter",43309,,Beige/natur,Dolomite Solitary star,272,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-5-seter-sofa-med-sjeselong-xl-1
302683,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,22960,,Beige/natur,Oasis 01 Natural,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-11
318447,Vilmers Alps,"3,5 seter med sjeselong",Vilmers,Vilmers,ALPS,"3,5 seter",43358,,Beige/natur,Erdite Martini olive,293,75,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-5-seter-sofa-med-sjeselong-11
314341,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,36169,,Beige/natur,Aragon 20 Liver,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-med-sjeselong-xl-12
314353,Jakobsen Quadrato,3 seter med sjeselong,Jakobsen Home,Jakobsen,QUADRATO,3 seter,34402,,Beige/natur,Aragon 20 Liver,303,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-med-sjeselong-13
314342,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,34069,,Beige/natur,Aragon 20 Liver,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-med-sjeselong-xl-13
322453,Signature Collection By Halvor Bakke,"3,5 seter med sjeselong XL",Vilmers,Signature Collection By Halvor Bakke,SIGNATURE 850,"3,5 seter",35368,,Beige/natur,Magnus Beige,272,81,45,62,https://checkout.bohus.no/sofa/3-seter/signature-850-3-5-seter-sofa-med-sjeselong-xl-2
313039,Vilmers Altera,3 seter XXL,Vilmers,Vilmers,ALTERA,3 seter,31998,,Beige/natur,Dolomite Solitary star,242,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-seter-sofa-xxl-11
318379,Scapa Noelle,"3,5 seter",Scapa UAB,Scapa,NOELLE,"3,5 seter",33998,,Grå,Hevre 0980 Light beige,248,84,45,56,https://checkout.bohus.no/sofa/3-seter/noelle-3-5-seter-sofa-1
314796,Vilmers Altera,3 seter XL,Vilmers,Vilmers,ALTERA,3 seter,28505,,Beige/natur,Ion Solitary star,222,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-seter-sofa-xl-8
316728,Belmont,3 seter med sjeselong,Dominari Grupe UAB,,BELMONT,3 seter,28420,,Beige/natur,Beate beige,244,82,47,58,https://checkout.bohus.no/sofa/3-seter/belmont-3-seter-sofa-med-sjeselong
319960,Jakobsen Lurno,3 seter,Jakobsen Home,Jakobsen,LURNO,3 seter,22630,,Brun,Macan 16 Caramel,246,77,43,59,https://checkout.bohus.no/sofa/3-seter/lurno-3-seter-sofa-6
310614,Jakobsen Tampa,3 seter,Jakobsen Home,Jakobsen,TAMPA,3 seter,16650,,Grå,Aragon 20 Liver,204,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa
310615,Jakobsen Tampa,3 seter,Jakobsen Home,Jakobsen,TAMPA,3 seter,16650,,Grå,Aragon 80 Light grey,204,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-1
309221,IMG Melby,3 seter,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,3 seter,16894,25990,Grønn,Raven 206 Green,208,84,44,53,https://checkout.bohus.no/sofa/3-seter/melby-3-seter-sofa-2
319788,Eton,3 seter,Dominari Grupe UAB,,ETON,3 seter,19999,,Grønn,Mist Grønn,206,81,47,55,https://checkout.bohus.no/sofa/3-seter/eton-3-seter-sofa-13
319789,Eton,3 seter,Dominari Grupe UAB,,ETON,3 seter,19999,,Brun,Mist Muldvarp,206,81,47,55,https://checkout.bohus.no/sofa/3-seter/eton-3-seter-sofa-14
310052,Vilmers Noma,3 seter,Vilmers,Vilmers,NOMA,3 seter,17159,28599,Beige/natur,Ion Pure Cashmere,226,75,44,62,https://checkout.bohus.no/sofa/3-seter/noma-3-seter-sofa
310054,Vilmers Noma,3 seter,Vilmers,Vilmers,NOMA,3 seter,17159,28599,Beige/natur,Ion Solitary star,226,75,44,62,https://checkout.bohus.no/sofa/3-seter/noma-3-seter-sofa-2
310056,Vilmers Noma,3 seter XL,Vilmers,Vilmers,NOMA,3 seter,19885,33142,Beige/natur,Ion Pure Cashmere,266,75,44,62,https://checkout.bohus.no/sofa/3-seter/noma-3-seter-sofa-xl
310058,Vilmers Noma,3 seter XL,Vilmers,Vilmers,NOMA,3 seter,19885,33142,Beige/natur,Ion Solitary star,266,75,44,62,https://checkout.bohus.no/sofa/3-seter/noma-3-seter-sofa-xl-2
310433,Bohus Exclusive by Storm Storm Makanda,3 seter XL,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,3 seter,24552,30690,Beige/natur,Lagoon Sand,238,78,43,59,https://checkout.bohus.no/sofa/3-seter/makanda-3-seter-sofa-xl-1
310434,Bohus Exclusive by Storm Storm Makanda,3 seter XL,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,3 seter,24552,30690,Beige/natur,Palazzo Stucco,238,78,43,59,https://checkout.bohus.no/sofa/3-seter/makanda-3-seter-sofa-xl-2
310588,Vilmers Noma,"3,5 seter med sjeselong XL",Vilmers,Vilmers,NOMA,"3,5 seter",25238,42063,Beige/natur,Ion Solitary star,287,75,44,62,https://checkout.bohus.no/sofa/3-seter/noma-3-5-seter-sofa-med-sjeselong-xl-1
310611,Jakobsen Tampa,"3,5 seter med sjeselong",Jakobsen Home,Jakobsen,TAMPA,"3,5 seter",14592,24320,Beige/natur,Wind 21 Taupe,253,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-5-seter-sofa-med-sjeselong-2
310612,Jakobsen Tampa,"3,5 seter med sjeselong",Jakobsen Home,Jakobsen,TAMPA,"3,5 seter",14592,24320,Grønn,Wind 75 Forest,253,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-5-seter-sofa-med-sjeselong-3
310616,Jakobsen Tampa,3 seter,Jakobsen Home,Jakobsen,TAMPA,3 seter,10999,18332,Beige/natur,Wind 21 Taupe,204,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-2
310617,Jakobsen Tampa,3 seter,Jakobsen Home,Jakobsen,TAMPA,3 seter,10999,18332,Grønn,Wind 75 Forest,204,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-3
310618,Jakobsen Tampa,3 seter,Jakobsen Home,Jakobsen,TAMPA,3 seter,10999,18332,Svart,Wind 99 Onyx,204,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-4
310624,Vilmers Field,3 seter,Vilmers,Vilmers,FIELD,3 seter,14699,24500,Grå,Marble Rainy day,204,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-seter-sofa-3
310625,Vilmers Field,3 seter,Vilmers,Vilmers,FIELD,3 seter,14699,24500,Grønn,Marble Pineneedle,204,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-seter-sofa-4
310628,Vilmers Field,3 seter,Vilmers,Vilmers,FIELD,3 seter,15999,27002,Beige/natur,Tin Solitary star,204,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-seter-sofa-2
310629,Vilmers Field,3 seter,Vilmers,Vilmers,FIELD,3 seter,15999,27002,Oransje,Tin Burnt brick,204,80,43,58,https://checkout.bohus.no/sofa/3-seter/field-3-seter-sofa-1
310630,Vilmers Field,3 seter XL,Vilmers,Vilmers,FIELD,3 seter,15785,26309,Grå,Marble Rainy day,231,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-seter-sofa-xl-3
310631,Vilmers Field,3 seter XL,Vilmers,Vilmers,FIELD,3 seter,15785,26309,Grønn,Marble Pineneedle,231,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-seter-sofa-xl-4
310635,Vilmers Field,"3,5 seter med sjeselong XL",Vilmers,Vilmers,FIELD,"3,5 seter",20999,36426,Grå,Marble Rainy day,266,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-5-seter-sofa-med-sjeselong-xl
310636,Vilmers Field,"3,5 seter med sjeselong XL",Vilmers,Vilmers,FIELD,"3,5 seter",21856,36426,Grå,Marble Rainy day,266,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-5-seter-sofa-med-sjeselong-xl-5
310637,Vilmers Field,"3,5 seter med sjeselong XL",Vilmers,Vilmers,FIELD,"3,5 seter",20999,36426,Grønn,Marble Pineneedle,266,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-5-seter-sofa-med-sjeselong-xl-6
310638,Vilmers Field,"3,5 seter med sjeselong XL",Vilmers,Vilmers,FIELD,"3,5 seter",21856,36426,Grønn,Marble Pineneedle,266,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-5-seter-sofa-med-sjeselong-xl-7
310643,Vilmers Field,"3,5 seter med sjeselong XL",Vilmers,Vilmers,FIELD,"3,5 seter",23999,40189,Beige/natur,Tin Solitary star,266,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-5-seter-sofa-med-sjeselong-xl-8
310644,Vilmers Field,"3,5 seter med sjeselong XL",Vilmers,Vilmers,FIELD,"3,5 seter",23999,40189,Beige/natur,Tin Solitary star,266,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-5-seter-sofa-med-sjeselong-xl-9
310645,Vilmers Field,"3,5 seter med sjeselong XL",Vilmers,Vilmers,FIELD,"3,5 seter",23999,40189,Oransje,Tin Burnt brick,266,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-5-seter-sofa-med-sjeselong-xl-10
310646,Vilmers Field,"3,5 seter med sjeselong XL",Vilmers,Vilmers,FIELD,"3,5 seter",23999,40189,Oransje,Tin Burnt brick,266,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-5-seter-sofa-med-sjeselong-xl-11
310692,Vilmers Noma,"3,5 seter med sjeselong XL",Vilmers,Vilmers,NOMA,"3,5 seter",25238,42063,Beige/natur,Ion Solitary star,287,75,44,62,https://checkout.bohus.no/sofa/3-seter/noma-3-5-seter-sofa-med-sjeselong-xl-3
310722,Jakobsen Tampa,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,TAMPA,3 seter med sjeselong,12299,20498,Beige/natur,Wind 21 Taupe,207,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-med-sjeselong-xl-2
310723,Jakobsen Tampa,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,TAMPA,3 seter med sjeselong,12299,20498,Grønn,Wind 75 Forest,207,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-med-sjeselong-xl-3
310724,Jakobsen Tampa,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,TAMPA,3 seter med sjeselong,12299,20498,Svart,Wind 99 Onyx,207,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-med-sjeselong-xl-4
310813,Scapa Oxford,3 seter,Scapa UAB,Scapa,OXFORD,3 seter,15597,23995,Beige/natur,Carlo 1600 Beige,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-3
310814,Scapa Oxford,3 seter,Scapa UAB,Scapa,OXFORD,3 seter,15597,23995,Grå,Carlo 1604 Light grey,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-4
310815,Scapa Oxford,3 seter,Scapa UAB,Scapa,OXFORD,3 seter,15597,23995,Oransje,Carlo 1609 Copper,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-5
310816,Scapa Oxford,3 seter,Scapa UAB,Scapa,OXFORD,3 seter,15597,23995,Grønn,Carlo 1642 Green,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-6
310820,Scapa Oxford,3 seter med sjeselong,Scapa UAB,Scapa,OXFORD,3 seter,18999,29310,Beige/natur,Carlo 1600 Beige,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-med-sjeselong-3
310821,Scapa Oxford,3 seter med sjeselong,Scapa UAB,Scapa,OXFORD,3 seter,18999,29310,Grå,Carlo 1604 Light grey,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-med-sjeselong-4
310822,Scapa Oxford,3 seter med sjeselong,Scapa UAB,Scapa,OXFORD,3 seter,18999,29310,Grønn,Carlo 1642 Green,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-med-sjeselong-5
310840,Scapa Oxford,3 seter med sjeselong,Scapa UAB,Scapa,OXFORD,3 seter,18999,29310,Beige/natur,Carlo 1600 Beige,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-med-sjeselong-9
310841,Scapa Oxford,3 seter med sjeselong,Scapa UAB,Scapa,OXFORD,3 seter,18999,29310,Grå,Carlo 1604 Light grey,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-med-sjeselong-10
310842,Scapa Oxford,3 seter med sjeselong,Scapa UAB,Scapa,OXFORD,3 seter,18999,29310,Grønn,Carlo 1642 Green,252,87,44,59,https://checkout.bohus.no/sofa/3-seter/oxford-3-seter-sofa-med-sjeselong-11
238930,IMG Melby,3 seter,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,3 seter,28180,,Svart,Trend T401 Tuxedo,190,80,44,50,https://checkout.bohus.no/sofa/3-seter/melby-3-seter-3
312582,Scapa Amalie,"3,5 seter",Scapa UAB,Scapa,AMALIE,"3,5 seter",8999,15090,Grå,Ager 7152 Anthracite,223,83,44,55,https://checkout.bohus.no/sofa/3-seter/amalie-3-5-seter-sofa-1
312583,Scapa Amalie,"3,5 seter",Scapa UAB,Scapa,AMALIE,"3,5 seter",8999,15090,Grå,Matteo 4313 Grey,223,83,43,55,https://checkout.bohus.no/sofa/3-seter/amalie-3-5-seter-sofa-2
312589,Scapa Amalie,"3,5 seter",Scapa UAB,Scapa,AMALIE,"3,5 seter",8999,15090,Grå,Matteo 4313 Grey,223,83,43,54,https://checkout.bohus.no/sofa/3-seter/amalie-3-5-seter-sofa-5
312592,Scapa Amalie,"3,5 seter",Scapa UAB,Scapa,AMALIE,"3,5 seter",8999,15090,Grå,Ager 7152 Anthracite,223,83,44,55,https://checkout.bohus.no/sofa/3-seter/amalie-3-5-seter-sofa-7
